Date,City,AQI,PM2.5,PM10,NO2,SO2,CO,O3,Temperature,Humidity
2022-06-24,Pune,52,26.4,51.9,17.5,9.7,0.6,46.1,31.6,63.8
2022-06-25,Ahmedabad,92,44.4,92.2,23.9,13.3,0.65,46.1,32.9,77.5
2022-06-25,Bengaluru,34,19.1,33.5,23.1,9.8,0.53,30.7,28.1,76.1
2022-06-25,Bhopal,69,35.0,68.5,20.8,16.0,0.63,45.4,29.0,59.6
2022-06-25,Chandigarh,52,31.2,52.5,18.0,9.2,0.58,36.3,37.6,47.5
2022-06-25,Chennai,54,31.9,53.9,15.8,22.4,0.82,37.3,30.3,84.5
2022-06-25,Delhi,95,56.5,94.7,23.6,22.4,0.91,33.8,35.7,45.2
2022-06-25,Hyderabad,75,37.9,74.5,20.5,7.8,0.67,18.6,28.1,69.6
2022-06-25,Jaipur,93,45.9,92.7,18.5,11.4,0.6,47.5,39.3,45.8
2022-06-25,Kanpur,116,57.7,124.5,28.1,14.3,1.03,55.3,39.5,40.9
2022-06-25,Kolkata,83,46.8,83.5,19.5,12.5,0.67,39.9,29.3,96.4
2022-06-25,Lucknow,76,39.6,75.7,22.3,16.5,0.68,36.1,40.7,44.6
2022-06-25,Mumbai,63,31.1,62.8,16.3,20.6,0.7,28.4,30.3,72.0
2022-06-25,Patna,93,45.3,93.1,17.4,18.4,0.84,48.5,38.0,46.5
2022-06-25,Pune,49,25.1,49.3,21.0,7.0,0.56,29.8,31.5,75.8
2022-06-26,Ahmedabad,79,,74.7,15.8,18.0,0.8,43.5,31.9,61.1
2022-06-26,Bengaluru,59,31.4,59.4,13.1,9.3,0.75,45.2,26.9,78.8
2022-06-26,Bhopal,59,33.8,58.9,13.4,8.5,0.55,37.6,36.0,52.7
2022-06-26,Chandigarh,51,25.7,51.2,12.2,6.7,0.57,40.6,38.8,37.9
2022-06-26,Chennai,60,36.3,56.1,13.3,16.8,0.55,28.3,30.3,82.5
2022-06-26,Delhi,93,56.0,85.5,21.6,20.3,0.99,40.0,37.8,35.3
2022-06-26,Hyderabad,58,34.6,53.5,15.9,10.6,0.76,39.1,30.6,73.0
2022-06-26,Jaipur,78,40.5,78.4,11.7,9.5,0.7,51.2,39.2,53.8
2022-06-26,Kanpur,80,47.8,74.4,15.0,23.3,0.95,36.3,39.2,47.7
2022-06-26,Kolkata,67,40.4,66.5,19.0,13.7,0.85,42.8,28.5,89.4
2022-06-26,Lucknow,71,40.2,71.3,15.3,16.0,0.67,51.6,38.4,47.9
2022-06-26,Mumbai,50,30.0,49.9,14.3,17.6,0.64,26.1,30.8,82.9
2022-06-26,Patna,82,38.5,81.8,17.9,21.2,0.71,41.6,40.7,48.3
2022-06-26,Pune,56,33.3,50.7,12.6,6.9,0.58,42.4,33.1,70.5
2022-06-27,Ahmedabad,93,43.5,92.6,21.0,21.2,0.61,43.2,35.2,66.4
2022-06-27,Bengaluru,58,29.4,58.5,24.4,8.1,0.63,43.0,27.5,72.1
2022-06-27,Bhopal,50,30.0,46.0,22.2,21.9,0.47,31.8,32.8,51.0
2022-06-27,Chandigarh,70,38.0,69.6,17.2,5.8,0.52,40.6,39.7,41.4
2022-06-27,Chennai,51,26.2,50.5,17.1,15.8,0.4,41.9,28.6,82.5
2022-06-27,Delhi,75,45.3,74.1,22.8,,0.72,44.3,36.7,47.3
2022-06-27,Hyderabad,82,39.4,82.3,24.7,10.0,0.88,35.1,28.1,63.4
2022-06-27,Jaipur,69,31.5,69.2,17.2,8.8,0.67,55.6,36.8,48.3
2022-06-27,Kanpur,120,65.9,125.1,25.0,24.6,0.7,43.7,37.9,43.5
2022-06-27,Kolkata,73,43.0,73.5,18.1,26.9,0.73,31.1,26.8,85.2
2022-06-27,Lucknow,89,51.1,88.8,21.1,24.9,0.97,33.7,37.6,50.0
2022-06-27,Mumbai,74,38.2,73.8,26.0,14.4,0.7,40.2,30.4,76.2
2022-06-27,Patna,96,44.4,95.8,,21.4,0.88,46.5,37.3,41.9
2022-06-27,Pune,70,34.5,70.5,14.1,11.6,0.62,33.9,31.8,79.0
2022-06-28,Ahmedabad,74,44.4,67.1,19.1,26.9,0.85,35.3,30.6,70.4
2022-06-28,Bengaluru,48,26.7,48.3,20.3,8.9,0.65,34.6,29.0,75.8
2022-06-28,Bhopal,66,37.8,65.7,20.5,20.3,0.55,31.5,31.7,63.2
2022-06-28,Chandigarh,88,43.4,87.5,20.5,7.4,0.63,32.2,35.6,50.8
2022-06-28,Chennai,70,34.2,69.7,20.8,23.2,0.61,41.4,26.1,73.0
2022-06-28,Delhi,122,62.2,133.4,30.2,16.5,0.91,55.1,40.3,36.5
2022-06-28,Hyderabad,54,29.9,53.8,19.5,7.2,0.85,31.8,29.7,69.2
2022-06-28,Jaipur,57,33.7,56.6,17.7,11.9,0.88,38.3,37.4,60.1
2022-06-28,Kanpur,118,59.3,126.5,22.7,17.6,1.01,47.5,36.2,43.8
2022-06-28,Kolkata,74,44.1,67.0,24.6,18.6,0.77,51.1,31.3,92.3
2022-06-28,Lucknow,125,66.5,137.0,26.0,20.4,0.93,49.3,35.7,48.3
2022-06-28,Mumbai,77,38.1,77.0,14.3,16.7,0.61,41.9,29.3,78.9
2022-06-28,Patna,120,59.4,130.4,16.7,18.8,0.93,39.0,40.7,45.0
2022-06-28,Pune,59,,59.3,21.9,9.9,0.64,23.0,34.2,63.8
2022-06-29,Ahmedabad,79,37.5,78.6,23.9,20.9,0.92,43.8,33.3,76.1
2022-06-29,Bengaluru,63,29.3,63.1,26.4,9.3,0.65,39.6,26.9,64.1
2022-06-29,Bhopal,40,23.9,39.2,21.3,16.9,0.54,34.9,34.8,68.1
2022-06-29,Chandigarh,63,37.8,59.6,13.2,8.9,0.86,44.5,39.0,48.5
2022-06-29,Chennai,44,18.5,36.2,17.7,19.2,0.87,33.0,28.7,86.2
2022-06-29,Delhi,103,61.0,103.9,25.1,20.0,0.86,48.1,37.5,44.7
2022-06-29,Hyderabad,67,35.5,67.4,23.8,11.4,,31.0,28.3,70.7
2022-06-29,Jaipur,59,30.8,59.2,19.2,11.0,0.93,30.5,37.6,37.6
2022-06-29,Kanpur,71,42.8,69.3,21.3,27.1,0.72,50.4,41.9,51.5
2022-06-29,Kolkata,87,44.6,87.0,23.2,21.9,0.83,29.0,30.1,83.3
2022-06-29,Lucknow,104,54.2,105.7,16.7,22.9,0.83,36.0,37.4,45.9
2022-06-29,Mumbai,40,21.2,39.8,18.8,15.5,0.69,26.2,30.6,78.8
2022-06-29,Patna,96,53.1,95.8,22.4,22.2,0.79,45.8,39.1,36.5
2022-06-29,Pune,48,16.4,35.3,19.8,11.4,0.66,48.4,31.3,68.6
2022-06-30,Ahmedabad,101,51.9,101.6,22.5,16.0,0.78,43.1,32.2,81.0
2022-06-30,Bengaluru,47,27.4,46.9,20.0,11.4,0.39,47.1,28.4,74.6
2022-06-30,Bhopal,58,34.9,52.5,19.8,15.0,0.81,34.4,31.0,50.4
2022-06-30,Chandigarh,68,41.0,62.0,18.1,11.7,0.49,32.6,37.6,50.9
2022-06-30,Chennai,74,33.5,73.6,21.3,20.2,0.89,33.6,30.2,76.3
2022-06-30,Delhi,99,55.6,99.0,35.1,13.5,0.96,39.5,39.0,45.3
2022-06-30,Hyderabad,65,34.8,64.6,21.2,8.7,0.74,46.5,30.4,76.3
2022-06-30,Jaipur,68,39.0,68.4,21.5,10.5,0.56,32.1,38.4,35.0
2022-06-30,Kanpur,82,49.2,77.8,21.9,17.8,0.77,42.1,37.8,47.9
2022-06-30,Kolkata,68,40.8,64.8,22.4,14.8,0.78,45.4,29.0,91.7
2022-06-30,Lucknow,86,45.2,85.6,26.2,20.2,0.67,24.1,39.9,48.3
2022-06-30,Mumbai,51,29.4,51.2,17.6,21.5,0.45,42.4,28.9,76.5
2022-06-30,Patna,95,45.4,94.5,23.5,18.2,0.57,41.6,36.1,48.0
2022-06-30,Pune,43,21.3,43.0,14.8,10.4,,26.4,28.8,74.7
2022-07-01,Ahmedabad,74,40.8,74.2,26.5,14.7,0.94,29.4,25.0,90.1
2022-07-01,Bengaluru,52,24.6,51.9,20.8,12.0,0.62,26.7,25.8,71.3
2022-07-01,Bhopal,55,28.9,54.9,18.7,21.6,0.55,25.0,28.1,72.9
2022-07-01,Chandigarh,37,21.8,36.6,10.7,8.8,0.53,21.3,35.5,77.8
2022-07-01,Chennai,50,30.1,48.0,17.8,18.0,0.66,27.5,24.6,84.7
2022-07-01,Delhi,114,56.3,120.5,23.4,11.1,0.93,36.6,34.9,67.7
2022-07-01,Hyderabad,90,41.6,90.1,16.2,10.5,0.73,30.5,24.3,66.2
2022-07-01,Jaipur,73,,72.7,14.3,11.0,0.46,31.4,32.4,68.8
2022-07-01,Kanpur,62,34.8,62.2,18.5,28.2,0.73,23.8,33.8,78.3
2022-07-01,Kolkata,72,36.9,71.5,19.0,19.1,0.53,22.3,30.2,98.0
2022-07-01,Lucknow,92,44.1,91.6,18.4,19.1,0.61,34.9,35.5,74.4
2022-07-01,Mumbai,67,33.2,66.5,16.6,18.2,0.68,31.1,28.3,89.2
2022-07-01,Patna,71,35.7,71.3,19.0,14.5,0.74,38.8,32.7,70.4
2022-07-01,Pune,53,32.0,49.9,13.5,11.6,0.5,31.0,29.0,70.5
2022-07-02,Ahmedabad,64,38.5,63.3,22.0,20.9,0.84,31.5,30.2,78.9
2022-07-02,Bengaluru,50,28.3,49.5,15.9,8.7,0.64,16.5,28.7,74.0
2022-07-02,Bhopal,69,34.7,69.4,18.8,19.4,0.69,36.4,29.4,79.7
2022-07-02,Chandigarh,47,27.2,47.3,12.7,10.5,0.44,30.0,31.4,77.7
2022-07-02,Chennai,65,30.0,64.8,17.5,21.6,0.66,33.8,25.6,84.1
2022-07-02,Delhi,72,43.1,68.6,20.8,25.5,0.55,40.3,33.0,73.8
2022-07-02,Hyderabad,49,25.7,49.1,21.0,12.8,0.74,30.9,28.0,75.5
2022-07-02,Jaipur,52,26.9,52.1,13.3,9.4,0.68,34.8,33.2,75.3
2022-07-02,Kanpur,74,38.6,73.6,16.0,23.3,0.73,37.2,36.1,78.4
2022-07-02,Kolkata,72,43.4,67.9,19.0,17.9,0.62,23.8,30.4,94.2
2022-07-02,Lucknow,91,48.1,91.5,24.3,26.8,0.82,27.7,36.9,74.5
2022-07-02,Mumbai,35,18.9,34.8,21.8,,0.44,24.4,26.5,88.7
2022-07-02,Patna,54,32.5,51.4,23.0,19.5,0.56,37.5,32.8,77.9
2022-07-02,Pune,44,24.8,43.7,17.1,6.6,0.6,20.9,29.8,86.9
2022-07-03,Ahmedabad,82,41.6,82.0,14.5,18.2,0.81,22.3,31.0,78.3
2022-07-03,Bengaluru,53,32.0,50.2,12.2,4.9,0.61,31.9,23.3,69.2
2022-07-03,Bhopal,56,,54.5,11.6,18.8,0.68,22.9,25.8,72.7
2022-07-03,Chandigarh,44,21.2,34.0,8.1,6.2,0.45,43.6,34.4,83.4
2022-07-03,Chennai,57,,53.7,10.0,19.7,0.56,26.4,24.0,86.3
2022-07-03,Delhi,83,40.9,82.8,13.9,23.6,0.58,34.6,32.8,82.0
2022-07-03,Hyderabad,62,33.4,61.6,18.0,11.3,0.79,27.9,26.8,68.2
2022-07-03,Jaipur,70,37.8,69.5,13.2,9.4,0.61,33.4,34.3,84.5
2022-07-03,Kanpur,86,45.6,85.8,14.7,15.3,0.6,33.8,33.7,64.8
2022-07-03,Kolkata,73,42.2,72.5,16.4,18.0,0.57,34.7,30.2,98.0
2022-07-03,Lucknow,50,29.9,45.3,11.2,21.8,0.54,42.9,34.0,88.7
2022-07-03,Mumbai,49,29.4,45.4,16.1,17.1,0.62,32.1,29.8,84.6
2022-07-03,Patna,89,42.3,89.4,15.7,18.1,0.57,17.9,32.4,68.4
2022-07-03,Pune,48,26.2,48.2,10.8,8.3,0.61,29.8,28.6,74.7
2022-07-04,Ahmedabad,42,23.3,41.7,21.3,18.7,0.58,25.9,26.9,83.6
2022-07-04,Bengaluru,45,24.7,45.1,19.1,12.1,0.62,27.8,28.0,63.7
2022-07-04,Bhopal,75,34.6,75.0,15.7,13.9,0.72,24.4,29.2,72.0
2022-07-04,Chandigarh,55,28.8,54.8,12.7,10.7,0.58,32.7,35.2,76.1
2022-07-04,Chennai,39,18.6,35.9,23.1,20.4,0.79,17.5,29.2,98.0
2022-07-04,Delhi,93,43.5,93.0,23.8,23.2,0.7,32.9,30.2,77.3
2022-07-04,Hyderabad,55,25.8,54.7,21.7,8.2,0.56,24.2,26.8,65.6
2022-07-04,Jaipur,52,31.1,52.2,14.7,14.7,0.63,28.3,34.7,74.7
2022-07-04,Kanpur,90,43.5,90.3,18.1,16.0,0.72,28.0,35.3,75.0
2022-07-04,Kolkata,68,40.8,66.5,13.5,16.1,0.57,33.1,29.7,98.0
2022-07-04,Lucknow,90,40.9,89.8,18.4,17.6,0.61,29.4,31.4,67.4
2022-07-04,Mumbai,70,32.6,70.1,17.5,24.9,0.52,23.5,,90.3
2022-07-04,Patna,69,41.2,66.1,20.3,21.9,0.65,42.5,34.3,72.5
2022-07-04,Pune,55,25.2,55.3,13.4,7.2,0.59,30.4,27.2,92.2
2022-07-05,Ahmedabad,70,42.0,66.0,18.4,27.1,0.78,28.5,27.2,88.6
2022-07-05,Bengaluru,41,20.9,40.6,21.7,8.1,0.71,18.5,27.6,77.2
2022-07-05,Bhopal,64,29.4,64.1,21.9,15.2,0.51,24.8,24.1,78.0
2022-07-05,Chandigarh,53,30.6,53.4,15.3,9.1,0.41,24.8,31.3,74.5
2022-07-05,Chennai,61,27.8,60.6,22.0,23.9,0.56,20.6,25.5,98.0
2022-07-05,Delhi,86,40.3,86.3,27.1,16.3,0.74,45.4,35.1,70.8
2022-07-05,Hyderabad,67,40.3,65.2,27.1,7.9,0.67,29.8,26.9,64.8
2022-07-05,Jaipur,55,28.3,55.1,14.4,10.8,0.64,31.2,36.6,75.1
2022-07-05,Kanpur,76,45.7,71.3,15.4,22.3,0.59,26.9,34.5,78.2
2022-07-05,Kolkata,102,54.1,103.2,18.5,16.5,0.95,15.0,30.9,92.4
2022-07-05,Lucknow,72,38.0,72.1,18.6,24.9,0.51,29.9,34.3,77.1
2022-07-05,Mumbai,57,29.8,57.1,17.4,18.2,0.48,37.6,27.9,98.0
2022-07-05,Patna,71,41.8,70.5,15.0,23.9,0.79,39.6,35.8,87.4
2022-07-05,Pune,45,27.1,41.9,19.4,12.3,0.58,21.3,26.7,73.5
2022-07-06,Ahmedabad,93,42.7,93.0,20.8,20.7,0.77,40.2,27.3,82.2
2022-07-06,Bengaluru,37,19.8,36.5,19.1,9.6,0.57,27.4,31.2,72.1
2022-07-06,Bhopal,52,31.0,47.1,13.8,16.0,0.78,23.5,29.5,75.9
2022-07-06,Chandigarh,45,27.3,43.5,14.2,7.5,0.44,17.4,35.9,66.5
2022-07-06,Chennai,59,35.1,54.7,23.2,19.2,0.66,24.2,26.4,91.9
2022-07-06,Delhi,82,48.5,82.4,17.9,20.6,0.57,35.1,33.8,73.6
2022-07-06,Hyderabad,67,34.4,67.2,20.8,10.0,0.61,30.1,25.9,84.2
2022-07-06,Jaipur,84,41.6,84.1,17.2,14.6,0.42,32.1,32.8,75.7
2022-07-06,Kanpur,76,35.0,76.2,24.2,24.3,0.66,37.0,30.6,71.0
2022-07-06,Kolkata,51,26.6,50.6,22.0,15.0,0.82,34.9,27.0,85.7
2022-07-06,Lucknow,80,39.2,80.5,15.8,22.1,0.66,29.4,32.0,68.6
2022-07-06,Mumbai,62,31.6,62.2,22.1,22.7,0.68,24.7,31.4,98.0
2022-07-06,Patna,99,50.3,99.3,13.1,20.3,0.72,32.9,29.6,73.3
2022-07-06,Pune,49,25.1,48.8,19.1,5.4,0.56,30.0,23.9,84.7
2022-07-07,Ahmedabad,77,46.2,74.5,18.2,17.5,0.9,24.8,28.4,86.7
2022-07-07,Bengaluru,51,30.6,46.6,21.8,6.0,0.39,22.4,26.7,72.1
2022-07-07,Bhopal,42,23.7,41.7,13.3,20.9,0.69,25.3,29.8,85.0
2022-07-07,Chandigarh,46,27.5,44.5,14.3,10.5,0.56,29.5,30.2,79.4
2022-07-07,Chennai,62,31.8,61.9,16.2,21.9,0.71,25.7,25.2,79.2
2022-07-07,Delhi,82,42.0,,17.8,19.8,0.58,28.0,32.0,82.4
2022-07-07,Hyderabad,56,33.3,55.5,21.8,10.2,0.68,25.8,26.5,69.3
2022-07-07,Jaipur,57,28.7,57.4,16.1,12.4,0.53,28.8,31.7,69.0
2022-07-07,Kanpur,98,46.5,98.4,19.8,20.9,0.69,31.7,32.2,76.4
2022-07-07,Kolkata,84,41.9,84.4,22.9,15.9,0.69,26.0,28.3,98.0
2022-07-07,Lucknow,91,42.1,91.0,20.4,22.2,0.6,22.8,31.3,71.0
2022-07-07,Mumbai,57,29.8,56.7,12.2,22.8,0.69,25.5,24.1,94.0
2022-07-07,Patna,66,39.5,63.3,19.3,24.8,0.84,30.4,33.3,76.3
2022-07-07,Pune,83,39.0,82.9,15.7,9.7,0.69,25.9,31.1,84.8
2022-07-08,Ahmedabad,75,35.8,75.4,20.6,19.5,0.73,25.4,,81.8
2022-07-08,Bengaluru,29,16.7,26.7,17.8,4.9,0.58,25.8,29.0,71.9
2022-07-08,Bhopal,38,22.7,36.2,17.3,17.1,0.64,24.2,26.4,80.0
2022-07-08,Chandigarh,70,32.1,70.5,12.5,10.6,0.42,16.7,33.4,80.4
2022-07-08,Chennai,73,36.4,72.6,15.6,18.4,0.78,31.7,28.2,81.9
2022-07-08,Delhi,97,46.2,97.2,20.7,20.3,0.84,31.0,30.2,66.7
2022-07-08,Hyderabad,50,23.1,49.5,17.2,10.2,0.72,24.5,26.4,76.3
2022-07-08,Jaipur,56,32.9,56.4,13.0,10.4,0.67,24.1,35.3,72.4
2022-07-08,Kanpur,81,47.1,80.7,16.2,22.3,0.87,34.4,32.3,76.3
2022-07-08,Kolkata,95,47.2,94.8,21.5,18.0,0.67,30.5,29.0,95.5
2022-07-08,Lucknow,67,40.0,60.9,23.8,17.1,0.81,41.7,32.6,77.8
2022-07-08,Mumbai,41,20.0,,20.8,17.7,0.71,31.7,25.5,88.7
2022-07-08,Patna,97,45.8,96.5,11.8,21.9,0.71,31.2,28.9,74.6
2022-07-08,Pune,75,36.7,75.1,16.7,8.7,0.64,24.7,29.2,80.8
2022-07-09,Ahmedabad,102,48.7,102.3,17.5,16.9,0.73,29.2,28.7,98.0
2022-07-09,Bengaluru,70,32.2,70.2,20.4,10.8,0.71,28.1,26.8,66.9
2022-07-09,Bhopal,63,35.4,63.0,18.9,17.2,0.56,24.9,28.3,80.9
2022-07-09,Chandigarh,46,27.9,45.9,14.1,10.1,0.59,24.0,34.4,67.9
2022-07-09,Chennai,61,34.8,60.7,19.8,21.0,0.72,29.7,27.2,82.6
2022-07-09,Delhi,73,39.2,73.4,18.6,30.9,0.55,35.6,31.0,72.0
2022-07-09,Hyderabad,40,20.0,39.7,20.2,9.7,0.72,20.3,25.8,74.9
2022-07-09,Jaipur,59,34.3,58.8,19.6,10.2,0.65,32.1,31.6,74.1
2022-07-09,Kanpur,72,43.3,69.6,17.2,19.9,0.65,41.4,32.6,75.9
2022-07-09,Kolkata,90,43.1,90.1,22.3,10.7,0.66,29.1,27.6,92.8
2022-07-09,Lucknow,75,45.3,72.6,16.2,10.6,0.66,28.3,31.1,77.5
2022-07-09,Mumbai,59,32.3,58.5,16.3,21.2,0.64,27.1,29.2,79.0
2022-07-09,Patna,90,43.8,90.1,15.9,11.9,0.73,36.7,32.6,78.6
2022-07-09,Pune,41,23.6,41.2,15.3,10.5,0.57,28.4,27.4,88.3
2022-07-10,Ahmedabad,73,43.1,72.9,10.1,20.0,0.83,33.6,29.5,82.1
2022-07-10,Bengaluru,46,23.5,,16.1,7.0,0.61,18.9,26.4,69.0
2022-07-10,Bhopal,54,28.9,53.6,16.0,19.5,0.64,30.5,27.7,83.2
2022-07-10,Chandigarh,50,28.4,49.7,,14.4,0.57,25.2,32.0,74.0
2022-07-10,Chennai,45,22.5,44.9,11.6,18.0,0.68,30.5,23.7,71.5
2022-07-10,Delhi,73,38.8,72.5,19.3,19.0,0.78,40.6,32.7,71.5
2022-07-10,Hyderabad,46,27.8,44.6,16.7,8.5,0.8,30.1,27.7,72.0
2022-07-10,Jaipur,43,25.9,39.7,13.0,12.1,0.69,35.9,31.9,72.7
2022-07-10,Kanpur,87,44.2,86.5,14.9,14.2,0.74,33.2,,75.2
2022-07-10,Kolkata,74,37.8,74.2,14.8,15.3,0.79,34.2,30.0,93.3
2022-07-10,Lucknow,64,35.9,64.0,12.6,19.9,0.54,36.8,33.3,76.6
2022-07-10,Mumbai,49,24.7,49.0,10.2,18.4,0.63,29.6,27.8,88.3
2022-07-10,Patna,86,43.1,86.4,10.2,14.6,0.87,38.1,30.7,65.6
2022-07-10,Pune,47,27.0,47.1,9.5,8.5,0.52,29.0,27.3,75.0
2022-07-11,Ahmedabad,69,41.2,63.5,18.1,20.8,0.68,37.1,29.8,77.3
2022-07-11,Bengaluru,53,25.5,52.8,16.9,9.2,0.57,24.7,24.9,71.9
2022-07-11,Bhopal,51,24.4,50.7,22.1,22.8,0.56,31.5,28.4,90.5
2022-07-11,Chandigarh,50,26.2,49.5,15.6,6.5,0.43,28.6,32.9,66.8
2022-07-11,Chennai,61,30.3,60.7,17.7,15.0,0.69,37.1,26.8,88.2
2022-07-11,Delhi,62,36.9,59.0,16.9,21.5,0.68,31.0,34.1,67.0
2022-07-11,Hyderabad,66,35.8,66.1,16.3,8.4,0.7,27.0,27.9,76.4
2022-07-11,Jaipur,69,37.2,68.9,13.7,9.3,0.62,19.9,28.8,79.2
2022-07-11,Kanpur,92,50.8,92.2,18.1,23.4,0.76,36.3,38.0,78.7
2022-07-11,Kolkata,114,56.5,120.7,26.7,22.0,0.72,31.7,30.3,98.0
2022-07-11,Lucknow,66,39.4,65.3,20.4,22.9,0.6,34.8,35.3,81.8
2022-07-11,Mumbai,57,33.5,57.5,11.7,20.3,0.74,23.0,30.4,95.1
2022-07-11,Patna,67,36.9,67.3,18.0,19.9,0.78,43.4,32.1,68.2
2022-07-11,Pune,42,24.6,41.5,18.6,6.3,0.55,24.7,29.0,78.5
2022-07-12,Ahmedabad,54,32.2,50.6,19.3,22.2,0.57,24.3,28.7,92.2
2022-07-12,Bengaluru,56,28.0,56.0,25.3,10.7,0.64,16.0,28.9,83.2
2022-07-12,Bhopal,54,29.8,54.0,16.7,8.3,0.61,33.2,31.0,82.9
2022-07-12,Chandigarh,58,29.4,58.2,17.6,10.5,0.42,37.5,32.1,76.1
2022-07-12,Chennai,68,40.9,62.0,16.4,18.3,0.73,21.9,27.7,84.3
2022-07-12,Delhi,79,47.6,73.8,25.7,25.6,0.76,28.5,32.0,75.4
2022-07-12,Hyderabad,53,32.0,50.2,24.3,8.6,0.74,26.2,24.8,65.0
2022-07-12,Jaipur,54,32.2,53.6,13.4,7.0,0.55,26.8,33.0,78.2
2022-07-12,Kanpur,101,48.9,101.0,18.2,23.5,0.75,36.0,32.6,72.8
2022-07-12,Kolkata,66,30.7,65.7,19.5,15.4,0.7,34.6,30.3,91.3
2022-07-12,Lucknow,52,31.0,51.2,17.0,26.1,0.58,28.9,31.9,71.8
2022-07-12,Mumbai,49,23.5,48.7,17.8,17.9,0.7,32.7,25.2,83.5
2022-07-12,Patna,103,48.9,105.0,20.4,16.9,0.67,25.8,33.0,74.3
2022-07-12,Pune,45,24.8,45.3,16.1,7.9,0.5,32.3,27.4,89.8
2022-07-13,Ahmedabad,67,31.2,67.2,24.8,20.9,0.79,25.3,26.6,75.1
2022-07-13,Bengaluru,44,24.4,43.7,18.3,9.7,0.65,21.7,28.8,66.3
2022-07-13,Bhopal,48,24.8,48.5,13.0,17.5,0.48,25.1,27.6,82.0
2022-07-13,Chandigarh,49,27.1,48.9,13.2,9.5,0.46,34.6,30.7,74.8
2022-07-13,Chennai,50,25.6,50.0,21.7,14.1,0.71,31.4,27.5,86.4
2022-07-13,Delhi,92,47.1,91.7,19.3,14.9,0.69,40.0,30.5,73.9
2022-07-13,Hyderabad,68,41.0,65.7,23.6,7.7,0.79,29.2,26.2,61.2
2022-07-13,Jaipur,56,33.9,54.8,17.4,10.1,0.62,22.1,34.9,75.1
2022-07-13,Kanpur,95,46.0,94.8,16.2,23.8,0.64,36.4,,84.4
2022-07-13,Kolkata,68,33.1,68.1,18.0,18.1,0.78,25.4,25.9,93.6
2022-07-13,Lucknow,57,34.4,53.9,17.5,30.2,0.54,41.7,35.5,72.5
2022-07-13,Mumbai,51,30.7,46.4,18.8,21.7,0.49,17.0,,86.9
2022-07-13,Patna,84,50.6,81.3,12.7,19.4,0.7,33.8,32.7,83.9
2022-07-13,Pune,44,22.5,44.1,18.3,10.6,0.58,33.4,27.2,78.1
2022-07-14,Ahmedabad,73,36.7,73.2,20.7,18.0,0.65,35.0,27.3,90.6
2022-07-14,Bengaluru,61,28.4,61.2,21.9,5.4,0.63,27.3,29.9,79.0
2022-07-14,Bhopal,48,22.2,48.1,20.6,18.2,0.78,31.7,28.1,87.5
2022-07-14,Chandigarh,45,25.9,45.3,10.9,10.9,0.4,26.4,30.6,73.0
2022-07-14,Chennai,51,27.9,50.9,17.9,16.9,0.58,27.7,28.7,95.0
2022-07-14,Delhi,72,43.0,69.2,24.4,23.0,0.6,38.5,31.6,71.5
2022-07-14,Hyderabad,72,34.3,71.9,16.2,5.5,0.83,27.0,25.7,67.6
2022-07-14,Jaipur,55,26.1,54.5,14.0,11.3,0.64,30.7,31.4,74.6
2022-07-14,Kanpur,91,42.6,91.2,16.6,20.3,0.68,30.4,32.2,81.7
2022-07-14,Kolkata,59,31.9,59.3,22.6,15.1,0.71,31.7,25.2,98.0
2022-07-14,Lucknow,59,34.0,58.5,17.8,20.2,0.5,45.8,32.5,75.4
2022-07-14,Mumbai,53,30.4,52.9,22.8,18.6,0.55,28.9,29.0,88.2
2022-07-14,Patna,68,40.7,62.6,13.4,21.6,0.69,26.4,32.9,74.1
2022-07-14,Pune,53,31.7,51.1,18.1,8.9,0.63,19.9,28.3,80.7
2022-07-15,Ahmedabad,68,40.0,68.3,16.7,24.2,0.75,21.6,26.7,79.6
2022-07-15,Bengaluru,34,17.0,27.9,18.0,6.8,0.6,34.3,25.5,68.7
2022-07-15,Bhopal,45,23.4,45.0,18.4,22.3,0.68,38.3,25.4,77.9
2022-07-15,Chandigarh,55,30.8,55.3,15.0,7.6,0.55,37.6,34.6,67.1
2022-07-15,Chennai,58,35.0,55.2,17.7,19.8,0.66,17.0,23.7,89.3
2022-07-15,Delhi,78,47.1,77.7,17.7,18.3,0.67,30.8,35.0,78.8
2022-07-15,Hyderabad,60,33.4,60.0,15.0,7.9,0.86,28.9,24.5,71.1
2022-07-15,Jaipur,42,25.0,39.3,15.7,7.8,0.58,36.8,35.2,67.5
2022-07-15,Kanpur,82,43.2,82.0,15.1,22.8,0.56,37.3,32.1,75.1
2022-07-15,Kolkata,68,39.5,68.1,19.4,11.7,0.73,33.9,27.6,98.0
2022-07-15,Lucknow,73,35.6,72.6,17.8,20.1,0.73,33.7,34.3,74.9
2022-07-15,Mumbai,55,33.0,51.3,13.2,18.6,0.64,26.7,28.8,94.7
2022-07-15,Patna,64,34.3,64.3,17.5,17.9,0.58,31.9,34.7,76.2
2022-07-15,Pune,42,24.2,41.6,17.0,11.5,0.38,35.1,27.8,89.9
2022-07-16,Ahmedabad,85,43.4,84.9,20.1,11.6,0.8,37.4,30.4,79.5
2022-07-16,Bengaluru,48,22.3,48.3,17.5,9.3,0.76,21.8,28.9,80.4
2022-07-16,Bhopal,60,33.0,59.8,20.0,19.5,0.59,31.6,28.5,82.3
